/* DATA DESCRIPTION:
Citation:	Paul, Carolin; Sommer, Ulrich; Matthiessen, Birte (2021): Temperature, salinity, CO2, dissolved inorganic nutrients, plankton stoichiometry of indoor mesocosm experiment 2014. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.939014 (dataset in review), 
	In: Paul, C et al. (2021): Composition and dominance of edible and inedible phyto-plankton predict responses of Baltic Sea summer communities to elevated temperature and CO2. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.939015 (dataset in review)
Abstract:	Previous studies with Baltic Sea phytoplankton combining elevated seawater temperature with CO2 revealed the importance of size trait-based analyses, in particular dividing the plankton in-to edible (> 5 and < 100 µm) and inedible (< 5 and > 100 µm) size classes for mesozoopankton grazers. While the edible phytoplankton responded predominantly negative to warming and the inedible group stayed unaffected or increased, independent from edibility most phyto-plankton groups gained from CO2. Because the ratio between edible and inedible taxa changes profoundly over seasons, we investigated, if community responses can be predicted according to the prevailing composition of edible and inedible groups. We experimentally explored the combined effects of elevated temperatures and CO2 concentrations on a late-summer Baltic Sea community. Total phytoplankton significantly increased in response to elevated CO2 in particu-lar in combination with temperature, driven by a significant gain of the inedible < 5 µm fraction and large filamentous cyanobacteria. Large flagellates disappeared. The edible group was low as usual in summer and decreased with both factors due to enhanced copepod grazing and overall decline of small flagellates. Our results emphasize that the responses of summer communities are complex, but can be predicted by the composition and dominance of size classes and groups.
Keyword(s):	Baltic Sea; climate change; CO2; grazing; Phytoplankton; warming
Further details:	Paul, Carolin; Sommer, Ulrich; Matthiessen, Birte (2021): Materials and Methods BIOACID indoor mesocosm Experiment 2014.
Project(s):	Biological Impacts of Ocean Acidification (BIOACID) (URI: http://www.bioacid.de/)
Coverage:	LATITUDE: 54.333000 * LONGITUDE: 10.133000
	DATE/TIME START: 2014-08-29T00:00:00 * DATE/TIME END: 2014-09-26T00:00:00
Event(s):	Kiel_Bight_2014 * LATITUDE: 54.333000 * LONGITUDE: 10.133000 * DATE/TIME START: 2014-09-01T00:00:00 * DATE/TIME END: 2014-09-26T00:00:00 * METHOD/DEVICE: Mesocosm experiment (MESO) (URI: http://invabio.wdc-mare.org/mesocubi.jpg) * COMMENT: The mesocosms contained the natural Baltic Sea late summer plankton community from Kiel Fjord (54◦20_N and 10◦8_E; September 1st 2014 - September 26th 2014).
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Paul, Carolin (cpaul@geomar.de)
	Day of experiment [day] (DOE) * PI: Paul, Carolin (cpaul@geomar.de)
	Mesocosm label (Meso label) * PI: Paul, Carolin (cpaul@geomar.de)
	Treatment: temperature description (Temp descr) * PI: Paul, Carolin (cpaul@geomar.de)
	Treatment: partial pressure of carbon dioxide [µatm] (Treat pCO2) * PI: Paul, Carolin (cpaul@geomar.de)
	Temperature, water [°C] (Temp) * PI: Paul, Carolin (cpaul@geomar.de)
	Salinity (Sal) * PI: Paul, Carolin (cpaul@geomar.de)
	Carbon dioxide, partial pressure [µatm] (pCO2) * PI: Paul, Carolin (cpaul@geomar.de)
	Nitrate and Nitrite [µmol/l] ([NO3]- + [NO2]-) * PI: Paul, Carolin (cpaul@geomar.de)
	Ammonium [µmol/l] ([NH4]+) * PI: Paul, Carolin (cpaul@geomar.de)
	Nitrogen, total dissolved [µmol/l] (TDN) * PI: Paul, Carolin (cpaul@geomar.de)
	Silicate [µmol/l] (Si(OH)4) * PI: Paul, Carolin (cpaul@geomar.de)
	Oxygen [µmol/l] (O2) * PI: Paul, Carolin (cpaul@geomar.de)
	Carbon, organic, particulate/Nitrogen, organic, particulate ratio [mol/mol] (POC/PON) * PI: Paul, Carolin (cpaul@geomar.de)
	Particulate organic carbon/particulate organic phosphorus ratio (POC/POP) * PI: Paul, Carolin (cpaul@geomar.de)
	Particulate organic nitrogen/particulate organic phosphorus ratio (PON/POP) * PI: Paul, Carolin (cpaul@geomar.de)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	3394 data points
*/
Date/Time	DOE [day]	Meso label	Temp descr	Treat pCO2 [µatm]	Temp [°C]	Sal	pCO2 [µatm]	[NO3]- + [NO2]- [µmol/l]	[NH4]+ [µmol/l]	TDN [µmol/l]	Si(OH)4 [µmol/l]	O2 [µmol/l]	POC/PON [mol/mol]	POC/POP	PON/POP
2014-09-15T00:00:00	13	M2	warm	1500	19.1	19.0	1223.0	0.91	0.36	1.27	14.85	0.35	7.50	33.12	3.79
2014-09-16T00:00:00	14	M2	warm	1500	18.9	19.0									
2014-09-17T00:00:00	15	M2	warm	1500	18.9	19.0	889.0	0.54	0.30	0.84	8.83	0.30	6.88	24.14	3.01
2014-09-18T00:00:00	16	M2	warm	1500	18.9	19.0									
2014-09-19T00:00:00	17	M2	warm	1500	18.8	19.0	1635.0	0.42	0.35	0.77	8.30	0.26	6.39	24.28	3.26
2014-09-20T00:00:00	18	M2	warm	1500	18.8	19.0									
2014-09-21T00:00:00	19	M2	warm	1500	18.8	18.9									
2014-09-22T00:00:00	20	M2	warm	1500	18.6	19.0	1536.0	0.56	0.39	0.95	11.69	0.19	6.81	28.73	3.62
2014-09-23T00:00:00	21	M2	warm	1500	18.5	19.0									
2014-09-24T00:00:00	22	M2	warm	1500	18.5	19.0	1360.0	0.67	0.21	0.88	14.73	0.16	6.63	58.09	7.51
2014-09-25T00:00:00	23	M2	warm	1500	18.5	19.0									
2014-09-26T00:00:00	24	M2	warm	1500	18.6	19.1	1135.0	0.70	0.34	1.04	12.17	0.14			
2014-08-29T00:00:00	-4	M3	warm	2000	17.0	18.7	974.0	1.24	0.33	1.57	12.64	0.82	12.18	22.46	1.58
2014-08-31T00:00:00	-2	M3	warm	2000	16.1	18.8									
2014-09-01T00:00:00	-1	M3	warm	2000	16.0	18.8	331.0	0.99	0.93	1.92	12.46	0.63	9.22	136.09	12.66
2014-09-02T00:00:00	0	M3	warm	2000	16.2	18.8									
2014-09-03T00:00:00	1	M3	warm	2000	17.7	18.9	503.0	0.52	0.47	0.99	9.45	0.49	7.79	99.45	10.95
2014-09-04T00:00:00	2	M3	warm	2000	18.2	18.9	514.4								
2014-09-05T00:00:00	3	M3	warm	2000	18.5	18.9	4710.0	0.86	0.39	1.25	8.84	0.50	6.18	86.01	11.92
2014-09-06T00:00:00	4	M3	warm	2000	18.7	18.9									
2014-09-07T00:00:00	5	M3	warm	2000	18.7	18.9									
2014-09-08T00:00:00	6	M3	warm	2000	18.8	18.9	2754.0	0.56	0.31	0.87	9.11	0.49	7.60	22.57	2.97
2014-09-09T00:00:00	7	M3	warm	2000	18.8	19.0									
2014-09-10T00:00:00	8	M3	warm	2000	18.6	19.0	2455.0	0.47	0.38	0.85	6.70	0.98	8.37	18.80	2.25
2014-09-11T00:00:00	9	M3	warm	2000	18.6	19.0									
2014-09-12T00:00:00	10	M3	warm	2000	18.8	18.9	1583.0	0.76	0.47	1.23	10.17	0.44	7.03	19.60	2.39
2014-09-13T00:00:00	11	M3	warm	2000	18.8	19.0									
2014-09-14T00:00:00	12	M3	warm	2000	18.9	19.0									
2014-09-15T00:00:00	13	M3	warm	2000	19.1	19.0	1418.0	0.90	0.37	1.27	13.85	0.39	6.56	20.68	2.70
2014-09-16T00:00:00	14	M3	warm	2000	18.9	19.0									
2014-09-17T00:00:00	15	M3	warm	2000	19.0	19.0	1290.0	0.45	0.29	0.74	8.29	0.40	6.73	14.20	1.81
2014-09-18T00:00:00	16	M3	warm	2000	18.8	19.0									
2014-09-19T00:00:00	17	M3	warm	2000	18.8	19.0	1853.0	0.45	0.31	0.76	9.21	0.37	6.12	13.31	1.87
2014-09-20T00:00:00	18	M3	warm	2000	18.8	19.0									
2014-09-21T00:00:00	19	M3	warm	2000	18.8	18.9									
2014-09-22T00:00:00	20	M3	warm	2000	18.6	19.0	1494.0	0.65	0.45	1.10	12.00	0.30	5.90	15.08	2.19
2014-09-23T00:00:00	21	M3	warm	2000	18.5	19.0									
2014-09-24T00:00:00	22	M3	warm	2000	18.6	19.0	1723.0	0.70	0.29	0.99	13.56	0.26	5.80	16.92	2.50
2014-09-25T00:00:00	23	M3	warm	2000	18.5	18.9									
2014-09-26T00:00:00	24	M3	warm	2000	18.4	19.1	1545.0	0.72	0.33	1.05	11.27	0.22			
2014-08-29T00:00:00	-4	M4	warm	500	16.7	18.8	983.0	0.84	0.45	1.29	12.67	0.85	10.29	21.24	1.77
2014-08-31T00:00:00	-2	M4	warm	500	15.8	18.9									
2014-09-01T00:00:00	-1	M4	warm	500	15.7	18.8	302.0	0.56	0.76	1.32	12.05	0.60	7.80	70.58	7.76
2014-09-02T00:00:00	0	M4	warm	500	16.1	18.9									
2014-09-03T00:00:00	1	M4	warm	500	17.8	19.1	323.0	0.44	0.50	0.94	9.18	0.48	8.19	96.72	10.12
2014-09-04T00:00:00	2	M4	warm	500	18.4	19.0	329.4								
2014-09-05T00:00:00	3	M4	warm	500	18.6	19.0	800.0	4.39	0.38	4.77	11.83	0.47	6.00	66.46	9.50
2014-09-06T00:00:00	4	M4	warm	500	18.8	18.9									
2014-09-07T00:00:00	5	M4	warm	500	18.8	19.0									
2014-09-08T00:00:00	6	M4	warm	500	18.8	19.0	755.0	0.71	0.37	1.08	12.11	0.45	7.70	61.13	7.94
2014-09-09T00:00:00	7	M4	warm	500	18.8	19.1									
2014-09-10T00:00:00	8	M4	warm	500	18.5	19.1	680.0	0.39	0.47	0.86	7.19	1.29	9.07	77.59	8.55
2014-09-11T00:00:00	9	M4	warm	500	18.5	19.1									
2014-09-12T00:00:00	10	M4	warm	500	18.7	19.1	729.0	0.72	0.37	1.09	11.75	0.37	7.17	67.86	8.11
2014-09-13T00:00:00	11	M4	warm	500	18.8	19.0									
2014-09-14T00:00:00	12	M4	warm	500	18.8	19.0									
2014-09-15T00:00:00	13	M4	warm	500	18.9	19.0	473.0	0.77	0.52	1.29	13.56	0.32	6.64	31.54	4.08
2014-09-16T00:00:00	14	M4	warm	500	18.8	19.0									
2014-09-17T00:00:00	15	M4	warm	500	18.8	19.1	415.0	0.55	0.29	0.84	8.99	0.34	6.27	30.49	4.17
2014-09-18T00:00:00	16	M4	warm	500	18.7	19.1									
2014-09-19T00:00:00	17	M4	warm	500	18.8	19.0	543.0	0.39	0.31	0.70	10.32	0.33	7.08	22.61	2.74
2014-09-20T00:00:00	18	M4	warm	500	18.7	19.0									
2014-09-21T00:00:00	19	M4	warm	500	18.7	19.0									
2014-09-22T00:00:00	20	M4	warm	500	18.6	19.1	445.0	0.45	0.46	0.91	11.34	0.25	6.59	23.14	3.01
2014-09-23T00:00:00	21	M4	warm	500	18.5	19.1									
2014-09-24T00:00:00	22	M4	warm	500	18.6	19.1	458.0	0.34	0.21	0.55	11.12	0.18	6.97	27.51	3.38
2014-09-25T00:00:00	23	M4	warm	500	18.6	19.1									
2014-09-26T00:00:00	24	M4	warm	500	18.6	19.1	440.0	0.57	0.33	0.90	10.69	0.11			
2014-08-29T00:00:00	-4	M5	warm	1000	17.1	18.7	990.0	1.18	0.40	1.58	13.19	0.83	10.16	21.74	1.84
2014-08-31T00:00:00	-2	M5	warm	1000	16.2	18.8									
2014-09-01T00:00:00	-1	M5	warm	1000	16.1	18.9	339.0	0.64	1.42	2.06	12.93	4.72	6.53	50.64	6.65
2014-09-02T00:00:00	0	M5	warm	1000	16.4	18.8									
2014-09-03T00:00:00	1	M5	warm	1000	17.9	19.0	415.0	0.46	0.42	0.88	9.64	0.50	6.92	68.52	8.50
2014-09-04T00:00:00	2	M5	warm	1000	18.4	18.9	422.6								
2014-09-05T00:00:00	3	M5	warm	1000	18.7	18.9	2380.0	1.71	0.36	2.07	9.84	0.49	7.02	69.66	8.50
2014-09-06T00:00:00	4	M5	warm	1000	19.0	18.9									
2014-09-07T00:00:00	5	M5	warm	1000	19.1	18.8									
2014-09-08T00:00:00	6	M5	warm	1000	19.1	18.9	1979.0	1.24	0.36	1.60	13.75	0.43	7.87	58.45	7.42
2014-09-09T00:00:00	7	M5	warm	1000	19.1	18.9									
2014-09-10T00:00:00	8	M5	warm	1000	18.9	18.9	984.0	0.45	0.40	0.85	5.45	0.49	7.36	61.34	8.34
2014-09-11T00:00:00	9	M5	warm	1000	18.9	18.9									
2014-09-12T00:00:00	10	M5	warm	1000	19.1	19.0	895.0	0.36	0.41	0.77	6.54	0.38	7.27	61.12	7.21
2014-09-13T00:00:00	11	M5	warm	1000	19.0	19.0									
2014-09-14T00:00:00	12	M5	warm	1000	19.0	18.8									
2014-09-15T00:00:00	13	M5	warm	1000	19.1	18.8	796.0	1.05	0.53	1.58	14.26	0.30	6.57	33.19	4.33
2014-09-16T00:00:00	14	M5	warm	1000	19.0	18.8									
2014-09-17T00:00:00	15	M5	warm	1000	19.1	18.9	794.0	0.60	0.42	1.02	7.16	0.31	6.33	20.83	2.82
2014-09-18T00:00:00	16	M5	warm	1000	19.0	18.9									
2014-09-19T00:00:00	17	M5	warm	1000	19.0	18.9	1479.0	0.32	0.34	0.66	7.86	0.34	6.30	21.02	2.86
2014-09-20T00:00:00	18	M5	warm	1000	19.0	18.8									
2014-09-21T00:00:00	19	M5	warm	1000	18.8	18.8									
2014-09-22T00:00:00	20	M5	warm	1000	18.9	18.9	956.0	0.58	0.40	0.98	10.62	0.29	6.48	20.39	2.70
2014-09-23T00:00:00	21	M5	warm	1000	18.8	18.9									
2014-09-24T00:00:00	22	M5	warm	1000	18.9	18.9	896.0	0.63	0.42	1.05	12.49	0.26	6.54		
2014-09-25T00:00:00	23	M5	warm	1000	18.9	19.0									
2014-09-26T00:00:00	24	M5	warm	1000	18.8	19.1	1001.0	0.51	0.38	0.89	9.60	0.22			
2014-08-29T00:00:00	-4	M6	warm	3000	17.1	18.8	1004.0	0.88	0.42	1.30	12.71	0.80	8.88	21.32	2.06
2014-08-31T00:00:00	-2	M6	warm	3000	16.4	18.8									
2014-09-01T00:00:00	-1	M6	warm	3000	16.3	18.8	341.0	0.73	1.57	2.30	12.76	0.62	7.32	64.73	7.59
2014-09-02T00:00:00	0	M6	warm	3000	16.5	18.8									
2014-09-03T00:00:00	1	M6	warm	3000	18.0	18.9	580.0	0.41	0.44	0.85	8.55	0.44	5.53	83.96	13.02
2014-09-04T00:00:00	2	M6	warm	3000	18.4	18.9	589.5								
2014-09-05T00:00:00	3	M6	warm	3000	18.7	18.9	5748.0	2.31	0.33	2.64	7.89	0.35	6.94	77.31	9.55
2014-09-06T00:00:00	4	M6	warm	3000	19.0	18.9									
2014-09-07T00:00:00	5	M6	warm	3000	19.2	18.9									
2014-09-08T00:00:00	6	M6	warm	3000	19.1	18.9	2848.0	1.11	0.46	1.57	9.59	0.20	7.74	52.62	6.80
2014-09-09T00:00:00	7	M6	warm	3000	19.1	18.9									
2014-09-10T00:00:00	8	M6	warm	3000	19.0	18.9	1863.0	0.30	0.39	0.69	2.62	0.32	7.53	69.67	9.25
2014-09-11T00:00:00	9	M6	warm	3000	19.0	18.9									
2014-09-12T00:00:00	10	M6	warm	3000	19.0	18.9	2226.0	0.40	0.42	0.82	3.67	0.26	7.11	64.96	7.84
2014-09-13T00:00:00	11	M6	warm	3000	19.0	19.0									
2014-09-14T00:00:00	12	M6	warm	3000	19.2	18.9									
2014-09-15T00:00:00	13	M6	warm	3000	19.2	18.9	1622.0	0.43	0.39	0.82	5.59	0.21	6.04	30.61	4.34
2014-09-16T00:00:00	14	M6	warm	3000	19.1	18.9									
2014-09-17T00:00:00	15	M6	warm	3000	19.1	18.9	1385.0	0.54	0.49	1.03	5.44	0.19	6.64	25.49	3.29
2014-09-18T00:00:00	16	M6	warm	3000	19.0	18.9									
2014-09-19T00:00:00	17	M6	warm	3000	19.0	18.9	4579.0	0.41	0.34	0.74	5.77	0.20	6.55	23.64	3.10
2014-09-20T00:00:00	18	M6	warm	3000	19.0	18.9									
2014-09-21T00:00:00	19	M6	warm	3000	19.0	18.9									
2014-09-22T00:00:00	20	M6	warm	3000	18.9	18.9	2502.0	0.63	0.34	0.98	8.86	0.16	6.59	24.82	3.23
2014-09-23T00:00:00	21	M6	warm	3000	18.9	18.9									
2014-09-24T00:00:00	22	M6	warm	3000	18.9	19.0	2280.0	0.77	0.27	1.04	10.78	0.16	6.87	25.02	3.12
2014-09-25T00:00:00	23	M6	warm	3000	18.9	18.9									
2014-09-26T00:00:00	24	M6	warm	3000	18.9	19.0	2326.0	0.56	0.38	0.94	8.46	0.13			
2014-08-29T00:00:00	-4	M7	cold	1000	16.6	18.8	972.0	0.96	0.35	1.31	12.15	0.80	9.57	16.74	1.50
2014-08-31T00:00:00	-2	M7	cold	1000	16.2	18.8									
2014-09-01T00:00:00	-1	M7	cold	1000	15.5	18.8	357.0	1.66	1.34	3.00	19.02	0.63	9.66	72.53	6.44
2014-09-02T00:00:00	0	M7	cold	1000	15.2	19.0									
2014-09-03T00:00:00	1	M7	cold	1000	14.0	19.0	299.0	1.11	0.49	1.60	14.50	0.52	7.36	78.08	9.10
2014-09-04T00:00:00	2	M7	cold	1000	13.4	19.0	291.3								
2014-09-05T00:00:00	3	M7	cold	1000	13.1	19.0	2779.0	1.87	0.40	2.27	12.49	0.49	6.30	66.12	9.00
2014-09-06T00:00:00	4	M7	cold	1000	13.0	19.1									
2014-09-07T00:00:00	5	M7	cold	1000	13.0	19.0									
2014-09-08T00:00:00	6	M7	cold	1000	12.9	19.1	1894.0	0.94	0.37	1.31	13.62	0.39	6.90	58.83	8.53
2014-09-09T00:00:00	7	M7	cold	1000	12.8	19.1									
2014-09-10T00:00:00	8	M7	cold	1000	12.8	19.1	1064.0	0.40	0.40	0.80	6.87	0.48	7.20	49.76	6.91
2014-09-11T00:00:00	9	M7	cold	1000	12.8	19.1									
2014-09-12T00:00:00	10	M7	cold	1000	12.8	19.1	963.0	0.97	0.43	1.40	10.52	0.41	6.41	30.57	4.09
2014-09-13T00:00:00	11	M7	cold	1000	12.8	19.1									
2014-09-14T00:00:00	12	M7	cold	1000	12.8	19.1									
2014-09-15T00:00:00	13	M7	cold	1000	12.9	19.1	651.0	0.45	0.46	0.91	7.49	0.36	7.62	39.95	4.50
2014-09-16T00:00:00	14	M7	cold	1000	12.9	19.1									
2014-09-17T00:00:00	15	M7	cold	1000	12.9	19.1	473.0	0.69	0.51	1.20	8.37	0.39	6.45	27.53	3.66
2014-09-18T00:00:00	16	M7	cold	1000	12.9	19.1									
2014-09-19T00:00:00	17	M7	cold	1000	12.9	19.1	1982.0	0.57	0.36	0.93	10.01	0.33	7.27	27.11	3.19
2014-09-20T00:00:00	18	M7	cold	1000	12.8	19.1									
2014-09-21T00:00:00	19	M7	cold	1000	12.8	19.1									
2014-09-22T00:00:00	20	M7	cold	1000	12.7	19.1	1712.0	0.67	0.35	1.02	10.60	0.26	6.87	21.17	2.64
2014-09-23T00:00:00	21	M7	cold	1000	12.7	19.1									
2014-09-24T00:00:00	22	M7	cold	1000	12.8	19.0	1197.0	0.62	0.34	0.96	11.47	0.24	6.30	28.41	3.86
2014-09-25T00:00:00	23	M7	cold	1000	12.8	19.1									
